lab_id,site,latitude,longitude,context,cra,error,d13c,material,references
Beta-120205,Wadi Faynan,30.66083,35.45574,"Trench 1, 111",9690,50,,"CH wood, indet","Mithen, Finlayson 2007:461"
Beta-120206,Wadi Faynan,30.66083,35.45574,"Trench 1, 111",9420,50,,"CH wood, indet","Mithen, Finlayson 2007:461"
Beta-120207,Wadi Faynan,30.66083,35.45574,"Trench 1, 112",9400,50,,"CH wood, indet","Mithen, Finlayson 2007:461"
Beta-120208,Wadi Faynan,30.66083,35.45574,"Trench 1, 112",12830,50,,SH,"Mithen, Finlayson 2007:461"
Beta-120209,Wadi Faynan,30.66083,35.45574,"Trench 1, 114",11830,50,,SH,"Mithen, Finlayson 2007:461"
Beta-120210,Wadi Faynan,30.66083,35.45574,"Trench 2, 210",10190,50,,CH wood indet.,"Mithen, Finlayson 2007:461"
Beta-120211,Wadi Faynan,30.66083,35.45574,"Trench 2, 211",9890,50,,CH wood indet,"Mithen, Finlayson 2007:461"
Beta-135110,Wadi Faynan,30.66083,35.45574,"Trench 3, 329",9180,50,,CH wood indet.,"Mithen, Finlayson 2007:461"
Beta-135111,Wadi Faynan,30.66083,35.45574,"Trench 3, 332",10220,50,,CH wood indet.,"Mithen, Finlayson 2007:461"
Beta-192520,Wadi Faynan,30.66083,35.45574,"Trench 1, 126",9900,40,,CH wood (ficus sp.),"Mithen, Finlayson 2007:461"
Beta-192521,Wadi Faynan,30.66083,35.45574,"Trench 1, 130",10500,40,,CH wood (cupressaceae),"Mithen, Finlayson 2007:461"
Beta-192522,Wadi Faynan,30.66083,35.45574,"Trench 1, 148",9880,40,,CH wood (tamarix sp.),"Mithen, Finlayson 2007:461"
Beta-192523,Wadi Faynan,30.66083,35.45574,"Trench 1, 151",9920,40,,CH wood (ficus sp.),"Mithen, Finlayson 2007:461"
Beta-192524,Wadi Faynan,30.66083,35.45574,"Trench 2, 232",10150,40,,CH wood (cupressaecea),"Mithen, Finlayson 2007:461"
Beta-192525,Wadi Faynan,30.66083,35.45574,"Trench 2, 239",10350,40,,"CH, wood (cupressaceae)","Mithen, Finlayson 2007:461"
Beta-192526,Wadi Faynan,30.66083,35.45574,"Trench 2, 241",10420,40,,CH wood (cupressaceae),"Mithen, Finlayson 2007:461"
Beta-192527,Wadi Faynan,30.66083,35.45574,"Trench 2, 243",10440,40,,CH wood (cupressaceae),"Mithen, Finlayson 2007:461"
Beta-192529,Wadi Faynan,30.66083,35.45574,"Trench 3, 330",9870,40,,CH wood indet.,"Mithen, Finlayson 2007:461"
Beta-192530,Wadi Faynan,30.66083,35.45574,"Trench 3, 332",10340,40,,CH wood (cupressaceae),"Mithen, Finlayson 2007:461"
Beta-192531,Wadi Faynan,30.66083,35.45574,"Trench 3, 327",9950,40,,CH wood (tamarix),"Mithen, Finlayson 2007:461"
Beta-208671,Wadi Faynan,30.66083,35.45574,"Trench 2, 239",9560,40,,S (Barley),"Mithen, Finlayson 2007:461"
Beta-208672,Wadi Faynan,30.66083,35.45574,"Trench 2, 238",9430,40,,S (Bromus),"Mithen, Finlayson 2007:461"
Beta-209010,Wadi Faynan,30.66083,35.45574,"Trench 3, 310",9140,40,,CH wood indet.,"Mithen, Finlayson 2007:461"
Beta-253738,Wadi Faynan,30.66083,35.45574,340: Fill of hearth within midden in O75.,9950,70,,"twig, tamarix",Finalyson et al. 2011a
Beta-253739,Wadi Faynan,30.66083,35.45574,340: Fill of hearth within midden in O75,9660,70,,"twig, tamarix",Finlayson et al. 2011a
Beta-271680,Wadi Faynan,30.66083,35.45574,"747: Fill of hearth cut into secondary floor surface, O75",9380,60,,"twig, possibly Salicaceae",Finlayson et al. 2011a:4
Beta-271681,Wadi Faynan,30.66083,35.45574,"757:Fill of basal posthole, O75.",9940,60,,unident. twig,Finlayson et al. 2011a:4
SMU 803,Wadi Judayid,29.94917,35.49111,Layer C,10834,660,,CH,Henry 1988
SMU 805,Wadi Judayid,29.94917,35.49111,Layer C,11950,800,,CH,Henry 1988
SMU 806,Wadi Judayid,29.94917,35.49111,Layer C,12090,800,,CH,Henry 1988
Beta-35080/WS-1,Wadi Shu'eib,31.97333,35.72778,"Area I, LPPNB",10220,250,,,Simmons et al. 2001:28
Beta-35082/WS-3,Wadi Shu'eib,31.97333,35.72778,"Area I, MPPNB",8670,210,,,Simmons et al. 2001:28
Beta-35083/WS 5&8,Wadi Shu'eib,31.97333,35.72778,"Area II, PPNC",8760,280,,,Simmons et al. 2001:28
Beta-35084/WS-6,Wadi Shu'eib,31.97333,35.72778,"Area II, LPPNB",7660,210,,,Simmons et al. 2001:28
Beta-35085/WS-6,Wadi Shu'eib,31.97333,35.72778,"Area II, PPNC",8120,280,,,Simmons et al. 2001:28
Beta-35086/WS-9,Wadi Shu'eib,31.97333,35.72778,Area II; LPPNB,8500,160,,,Simmons et al. 2001:28
Beta-35087/WS-10&12,Wadi Shu'eib,31.97333,35.72778,"Area II, LPPNB",9100,140,,,Simmons et al. 2001:28
Beta-35088/WS-11,Wadi Shu'eib,31.97333,35.72778,"Area II, LPPNB",7810,340,,,Simmons et al. 2001:28
beta-35089/WS-13&14,Wadi Shu'eib,31.97333,35.72778,"Area III, MPPNB",9160,190,,,Simmons et al. 2001:28
Beta-353081/WS-2,Wadi Shu'eib,31.97333,35.72778,"Area I, MPPNB",8600,100,,,Simmons et al. 2001:28
Pta 2700,Wadi Tbeik,28.76667,33.95,Struct. 13,10350,100,,,Gopher 1994; Hours et al. 338
Pta-4242,Yiftahel,32.75571,35.23022,"locus 719, Schicht 2, ante burial",8870,90,,S horsbeen seed,Garfinkel 1987
Pta-4245,Yiftahel,32.75571,35.23022,"locus 710, Schicht 2, ante burial",8720,70,,S lentil seed,Garfinkel 1987
RT-736a,Yiftahel,32.75571,35.23022,"locus 719, Schicht 2, ante burial",8570,130,,"S, horsebeen seed",Garfinkel 1987
RT-736b,Yiftahel,32.75571,35.23022,"locus 710, Schicht 2, ante burial",8890,120,,"S, lentil seed",Garfinkel 1987
OZE-605,Zahrat adh-Dhra’ 2 (ZAD 2),31.25528,35.56611,"Structure 3, Sq V22, Loc. 3.1. Calibrated range von 3 daten 2 Sigma: 9150-8550 BC (1:6)",9490,50,,,Edwards et al. 2002
OZE-606,Zahrat adh-Dhra’ 2 (ZAD 2),31.25528,35.56611,"Structure 3, Sq V22, Loc. 7.2.",9440,50,,,Edwards et al. 2002
OZE-607,Zahrat adh-Dhra’ 2 (ZAD 2),31.25528,35.56611,"Structure 3, Sq V 22, Loc 7.2.",9470,50,,,Edwards et al. 2002
Wk 9444,Zahrat adh-Dhra’ 2 (ZAD 2),31.25528,35.56611,"upppermost level structure 2, locus 3.2., Square L23, ""Phase 2""",9323,59,,,1) Edwards et al. 2004 2) Sayej 2004:61
Wk 9445,Zahrat adh-Dhra’ 2 (ZAD 2),31.25528,35.56611,"Structure 1, Phase2, Locus 22.3. (2:60)",9552,59,,,1) Edwards et al. 2004 2) Sayej 2004
Wk 9447,Zahrat adh-Dhra’ 2 (ZAD 2),31.25528,35.56611,"Square K22, Locus 6.1. lowest level",9603,59,,,Edwards et al. 2004
Wk 9568,Zahrat adh-Dhra’ 2 (ZAD 2),31.25528,35.56611,"Locus 3.3.; Square K22, ""Phase 2""",9623,91,,,1) Edwards et al. 2004 2) Sayej 2004:61
Wk 9570,Zahrat adh-Dhra’ 2 (ZAD 2),31.25528,35.56611,"Structure 3, Locus 5.4=7.4. Square U22",9528,61,,,Edwards et al. 2004
WK 9633,Zahrat adh-Dhra’ 2 (ZAD 2),31.25528,35.56611,"Structure 1, Phase 2: E 28, 20.1",9635,59,,,Sayej 2004
W 681,Zawi Chemi,36.83333,44.33333,"455,foyer 129m; Schicht B",10870,300,,CH,Hours et al. 1994:415
AA 25424,’Ain Ghazal,31.98694,35.97611,"Central, 3876.128, PPNC",8030,65,,"CH, Wall mortar",Rollefson 1998:9
AA 25429,’Ain Ghazal,31.98694,35.97611,"North 5717.146, LPPNB",7980,55,,"Lentils, above mud fill behind ""shrine""",Rollefson 1998:9
AA-1164,’Ain Ghazal,31.98694,35.97611,"3273, MPPNB",9100,140,,"Erbsen, selbe Probe wie GrN14258",Rollefson et al 1992:445
AA-1167,’Ain Ghazal,31.98694,35.97611,"East 8547.014, M/LPPNB",8570,180,,"CH, Firepit",Rollefson et al 1992:445
AA-25037,’Ain Ghazal,31.98694,35.97611,"East, F-14.037, MPPNB",8775,75,,"CH, Chipping floor ""Earlier than expected""",Rollefson 1998:9
AA-25425,’Ain Ghazal,31.98694,35.97611,"East, E-13.032, PPNC",8080,65,,"CH, ""temple"" floor.",Rollefson 1998:9
AA-25426,’Ain Ghazal,31.98694,35.97611,"East, F-12.037",8205,65,,"CH, Firepit",Rollefson 1998:9
AA-25427,’Ain Ghazal,31.98694,35.97611,"East, PPNC, g-28.020.",7910,60,,"CH, Ash, circular structure",Rollefson 1998:9
AA-25428,’Ain Ghazal,31.98694,35.97611,"East, PPNC, g-28.016.",7910,60,,"CH, Ash, circular structure",Rollefson 1998:9
AA-5196,’Ain Ghazal,31.98694,35.97611,"Central 3275.007,PPNC",7670,100,,CH,Rollefson et al 1992:445
AA-5197,’Ain Ghazal,31.98694,35.97611,"Central 3275.022, LPPNB",8090,75,,"CH, Firepit",Rollefson et al 1992:445
AA-5198,’Ain Ghazal,31.98694,35.97611,"Central 3276.009, PPNC",7960,75,,"CH, Fill",Rollefson et al 1992:445
AA-5199,’Ain Ghazal,31.98694,35.97611,"Central 3300.047, LPPNB",8270,75,,Ashy pit fill,Rollefson et al 1992:445
AA-5200,’Ain Ghazal,31.98694,35.97611,"Central, MPPNB, 3300.068",8780,70,,,Rollefson et al 1992:445
AA-5201,’Ain Ghazal,31.98694,35.97611,"4453.130, LPPNB?",8325,70,,,Rollefson et al 1992:445
AA-5202,’Ain Ghazal,31.98694,35.97611,"4453.153, LPPNB?",8310,70,,,Rollefson et al 1992:445
AA-5203,’Ain Ghazal,31.98694,35.97611,"4454.073, PPNC",8200,75,,,Rollefson et al 1992:445
AA-5205,’Ain Ghazal,31.98694,35.97611,"4655030, PPNC",7895,95,,,Rollefson et al 1992:445
AA-5206,’Ain Ghazal,31.98694,35.97611,"5518007, LPPNB",7990,80,,"Peas, Floor deposit",Rollefson et al 1992:445
AA98396,’Ain Ghazal,31.98694,35.97611,"large ash (""open air dump""?) nearby a major LPPNB chipping floor. LPPNB.",7975,56,-25,CH,"Kafafi, Z. et al. 2012:36.; G. Rollefson (pers. communication 22/08/13)."
AA983965,’Ain Ghazal,31.98694,35.97611,"Trench III.2, Loc. 018. Clay lined pit; Yarmourkian.",6873,64,-24.9,Ashy soil,"Kafafi, Z. et al. 2012:38; G. Rollefson (pers. communication 22/08/13)."
Bta-19906,’Ain Ghazal,31.98694,35.97611,"3282, MPPNB1",8970,150,,CH,Rollefson et al 1992:445
GrN 12966,’Ain Ghazal,31.98694,35.97611,"3083, MPPNB1",9200,110,,CH,Rollefson et al 1992:445
GrN 12970,’Ain Ghazal,31.98694,35.97611,"Central, 3273.028, MPPNB-3",8650,200,,"CH, Fill between floors",Rollefson et al 1992:445
GrN-12959,’Ain Ghazal,31.98694,35.97611,"3076, MPPNB2",9000,90,,"CH Burial, post quem for Statues 1983",Rollefson et al 1992:445
GrN-12960,’Ain Ghazal,31.98694,35.97611,"3080, MPPNB2",9030,80,,"CH, ashy pit fill",Rollefson et al 1992:445
GrN-12961,’Ain Ghazal,31.98694,35.97611,"3080, MPPNB2",8930,60,,CH; fill between floors,Rollefson et al 1992:445
GrN-12962,’Ain Ghazal,31.98694,35.97611,"3080, MPPNB2",8680,190,,"CH, Ash pit",Rollefson et al 1992:445
GrN-12963,’Ain Ghazal,31.98694,35.97611,"3081, MPPNB1",8970,80,,"CH,",Rollefson et al 1992:445
GrN-12964,’Ain Ghazal,31.98694,35.97611,"3081, MPPNB2",8970,80,,"CH, floor surface",Rollefson et al 1992:445
GrN-12965,’Ain Ghazal,31.98694,35.97611,"3081, MPPNB1",9050,80,,"CH, ashy pit fill, Terminus ante quem 3 plaster masks",Rollefson et al 1992:445
GrN-12967,’Ain Ghazal,31.98694,35.97611,"3083, MPPNB2",8930,80,,"CH, Burial",Rollefson et al 1992:445
GrN-12968,’Ain Ghazal,31.98694,35.97611,"3083, MPPNB2",8970,110,,"CH, firepit, hearth",Rollefson et al 1992:445
GrN-12969,’Ain Ghazal,31.98694,35.97611,"Central 3273.013, MPPNB4",8810,80,,,Rollefson et al 1992:445
GrN-12971,’Ain Ghazal,31.98694,35.97611,"4048, LPPNB",8460,90,,,Rollefson et al 1992:445
GrN-12972,’Ain Ghazal,31.98694,35.97611,"4452, LPPNB",8165,50,,,Rollefson et al 1992:445
GrN-14257,’Ain Ghazal,31.98694,35.97611,"3081, MPPNB1",8750,80,,"CH, same locus as GrN 12963",Rollefson et al 1992:445
GrN-14258,’Ain Ghazal,31.98694,35.97611,"3273, MPPNB3",8610,160,,Erbsen,Rollefson et al 1992:445
GrN-17494,’Ain Ghazal,31.98694,35.97611,"Central 3275.021,PPNC",7825,65,,"CH, Firepit",Rollefson et al 1992:445
GrN-17495,’Ain Ghazal,31.98694,35.97611,"Central 3275.022, PPNC",7915,95,,"CH, Firepit",Rollefson et al 1992:445
KN 4877,’Ain Ghazal,31.98694,35.97611,"Central, 3275.029, LPPNB",8208,77,,"CH, Firepit",Rollefson 1998:9
KN 4878,’Ain Ghazal,31.98694,35.97611,"Central, 3275.030",8253,76,,"CH, Firepit",Rollefson 1998:9
KN-4879,’Ain Ghazal,31.98694,35.97611,North 5718.074 LPPNB?,7952,77,,CH,Rollefson 1998:9
KN-4880,’Ain Ghazal,31.98694,35.97611,"North, 5718.080, LPPNB zu jung",7726,73,,Lentil,Rollefson 1998:9
KN-4881,’Ain Ghazal,31.98694,35.97611,"North, 5718.111, LPPNB room fill",7880,82,,Lentil,Rollefson 1998:9
KN-4882,’Ain Ghazal,31.98694,35.97611,"North, 5717.070, LPPNB zu jung",7809,74,,Lentil,Rollefson 1998:9
KN-4883,’Ain Ghazal,31.98694,35.97611,"North, 5918.013",8230,76,,"CH, Firepit",Rollefson 1998:9
KN-4884,’Ain Ghazal,31.98694,35.97611,"North, 5918.046, PPNC",7857,74,,Lentil,Rollefson 1998:9
KN-4885,’Ain Ghazal,31.98694,35.97611,"North, 5918.045 LPPNB",7939,87,,CH,Rollefson 1998:9
KN-5054,’Ain Ghazal,31.98694,35.97611,"North, 5717.149.149",8236,81,,"CH, Firepit, associated with apsidial building/""shrine""",Rollefson 1998:9
KN-5055,’Ain Ghazal,31.98694,35.97611,North 5718.142,8162,62,,"CH, Firepit, associated with apsidial building/""shrine""",Rollefson 1998:9
KN-5056,’Ain Ghazal,31.98694,35.97611,"East, D-13.023, LPPNB",8083,47,,"CH, Firepit, beneath ""temple""",Rollefson 1998:9
OxA-1742,’Ain Ghazal,31.98694,35.97611,"3076, MPPNB3",8660,80,,CH,Rollefson et al 1992:445
OxA-1743,’Ain Ghazal,31.98694,35.97611,"3076, MPPNB3",8700,80,,CH,Rollefson et al 1992:445
UCR 1718,’Ain Ghazal,31.98694,35.97611,L 3073.175,8470,650,,CH,"MDOG 117, 1985:111"
UCR 1721,’Ain Ghazal,31.98694,35.97611,L 3073.294,8620,320,,CH,"MDOG 117, 1985:111"
UCR 1722,’Ain Ghazal,31.98694,35.97611,L 3074.157,8070,230,,CH,"MDOG 117, 1985:111"
UCR 1723,’Ain Ghazal,31.98694,35.97611,"L 3076.159, der Nähe des Figurencage, aber wenig Material",11875,670,,CH,"MDOG 117, 1985:111"
UCR 1724,’Ain Ghazal,31.98694,35.97611,"L 3076.294 in der Nähe des Figurencage, aber wenig Material",10850,610,,CH,"MDOG 117, 1985:111"
UCR 1725,’Ain Ghazal,31.98694,35.97611,"L 3076.048 in der Nähe des Figurencage, aber wenig Material",5130,315,,CH,"MDOG 117, 1985:111"
